lot,priority_score,path,route,title,kind,section,words,course_role,course_action,modules,audience_routes,narrative_status,narrative_signals,didactic_status,didactic_signals,consistency_band,review_flags,orientation_relations,explicit_orientation_reference,explicit_guide_reference,visual_status,visual_decision,visual_family,featured,svg_assets,accessible_svg,inline_images,missing_alt,current_h5p,interaction_candidate,interaction_technology,internal_links,cross_section_links,organization_needs
L4-referencias-observatorio-y-vigencia,3,observatorio/guias/evaluacion-herramientas-ia-educativas/index.md,/observatorio/guias/evaluacion-herramientas-ia-educativas/,Evaluación de herramientas IA educativas: criterios y matriz,page,observatorio,1025,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,3,parcial,6,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,3,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,3,recursos/catalogo-herramientas-ia/index.md,/recursos/catalogo-herramientas-ia/,Catálogo de herramientas IA para educación universitaria,page,recursos,1712,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,3,parcial,6,revision-dirigida,deteccion-de-ia-requiere-mediacion,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,3,recursos/repositorio-prompts-docentes/index.md,/recursos/repositorio-prompts-docentes/,Repositorio de prompts para docentes: banco curado por fase pedagógica,page,recursos,1364,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,3,robusto-candidato,7,revision-dirigida,deteccion-de-ia-requiere-mediacion,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,2,blog/experiencias-docentes-ia-aula/index.md,/blog/experiencias-docentes-ia-aula/,Experiencias de docentes con IA en el aula: lo que se repite,page,blog,920,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,3,parcial,5,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,3,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,2,blog/rizoma-digital-aprender-sin-mapa/index.md,/blog/rizoma-digital-aprender-sin-mapa/,El rizoma digital: aprender sin mapa,page,blog,943,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,3,parcial,3,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,1,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,2,observatorio/estudios/creatividad-humana-ia/index.md,/observatorio/estudios/creatividad-humana-ia/,Creatividad humana e inteligencia artificial: Más allá del antropocentrismo,page,observatorio,518,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,parcial,4,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,revisar-para-sustitucion-prioritaria,cgi-infografia-o-ilustracion-heredada,true,0,0,1,0,,sin-interaccion-obligatoria,Ninguna,3,2,agregar-description|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,2,observatorio/estudios/crisis-revision-pares-ia/index.md,/observatorio/estudios/crisis-revision-pares-ia/,"Más, no mejor: IA, incentivos y la crisis emergente de la revisión por pares",page,observatorio,1300,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,3,parcial,5,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,4,1,agregar-description|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,2,observatorio/estudios/habitar-ia-simondon/index.md,/observatorio/estudios/habitar-ia-simondon/,"Habitar la IA: técnica, cultura y aprendizaje con Simondon",page,observatorio,2228,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,4,robusto-candidato,7,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,3,0,2,0,,sin-interaccion-obligatoria,Ninguna,6,5,agregar-description|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,2,recursos/articulos/partnerships-pedagogicos-ia-wang-zhang/index.md,/recursos/articulos/partnerships-pedagogicos-ia-wang-zhang/,Alianzas pedagógicas con IA generativa — Wang & Zhang (2026),page,recursos,1082,referencia-opcional,conservar-como-profundizacion,,estudiantado|profesorado,parcial,3,parcial,4,sin-alerta-automatica,,verificacion-y-fuentes|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,revisar-para-sustitucion-prioritaria,cgi-infografia-o-ilustracion-heredada,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,1,1,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,2,recursos/videos/learn-prompting-curso-completo.md,/recursos/videos/learn-prompting-curso-completo/,Learn Prompting: curso completo de ingeniería de prompts,page,recursos,270,referencia-opcional,verificar-vigencia-antes-de-enlazar,,estudiantado|profesorado,parcial,2,parcial,4,sin-alerta-automatica,,etica-contexto-y-cuidados,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,1,1,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,1,blog/aprender-con-ia-vs-aprender-sobre-ia/index.md,/blog/aprender-con-ia-vs-aprender-sobre-ia/,Aprender con IA vs aprender sobre IA,page,blog,781,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,parcial,6,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,4,4,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,1,observatorio/guias/documentacion-buenas-practicas-ia/index.md,/observatorio/guias/documentacion-buenas-practicas-ia/,Documentación de buenas prácticas con IA,page,observatorio,766,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,parcial,6,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,6,6,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,1,recursos/articulos/next-era-assessment-dec/index.md,/recursos/articulos/next-era-assessment-dec/,The Next Era of Assessment: A Global Review of AI in Assessment Design — Digital Education Council,page,recursos,266,referencia-opcional,conservar-como-profundizacion,,estudiantado|profesorado,parcial,4,parcial,4,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,revisar-para-sustitucion-prioritaria,cgi-infografia-o-ilustracion-heredada,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,1,recursos/comparativa-llm-pedagogica/index.md,/recursos/comparativa-llm-pedagogica/,Comparativa pedagógica de LLMs: qué usar para qué tarea,page,recursos,798,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,robusto-candidato,7,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,3,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,1,recursos/externas/syllabus-internacionales-ia/index.md,/recursos/externas/syllabus-internacionales-ia/,Syllabus universitarios con IA: ejemplos internacionales,page,recursos,748,referencia-opcional,verificar-vigencia-antes-de-enlazar,,estudiantado|profesorado,parcial,4,parcial,5,sin-alerta-automatica,,agenciamiento-y-cocreacion|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,4,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,1,recursos/videos/tutoriales-herramientas-ia-docentes.md,/recursos/videos/tutoriales-herramientas-ia-docentes/,Tutoriales de herramientas IA para docentes (curaduría),page,recursos,441,referencia-opcional,verificar-vigencia-antes-de-enlazar,,estudiantado|profesorado,parcial,2,parcial,6,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,1,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,0,observatorio/estudios/paradoja-descarga-cognitiva/index.md,/observatorio/estudios/paradoja-descarga-cognitiva/,La paradoja de la descarga cognitiva en el aprendizaje,page,observatorio,1386,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,4,parcial,6,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,figura-gobernada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,2,2,0,0,,sin-interaccion-obligatoria,Ninguna,3,2,agregar-description|vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,8,recursos/glosario/_index.md,/recursos/glosario/,Glosario de términos,section,recursos,199,navegacion,conservar-como-navegacion,,,debil,0,debil,1,revision-dirigida,correspondencia-samr-bloom-por-revisar,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,6,_index.md,/,Aprendizaje digital e IA,section,_index.md,142,navegacion,conservar-como-navegacion,,,debil,0,parcial,5,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,no-requiere-portada-adicional,sin-featured-local,false,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,9,9,agregar-summary|vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,6,formacion-docente/_index.md,/formacion-docente/,Formación docente,section,formacion-docente,55,navegacion,conservar-como-navegacion,,,debil,0,parcial,4,revision-dirigida,correspondencia-samr-bloom-por-revisar,aprendizaje-y-evaluacion-del-proceso|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,10,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,6,ia-educacion/etica-y-transparencia/_index.md,/ia-educacion/etica-y-transparencia/,Ética y transparencia en el uso de IA,section,ia-educacion,123,navegacion,conservar-como-navegacion,,,debil,0,parcial,3,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,agenciamiento-y-cocreacion|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,agregar-summary|vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,6,ia-educacion/guias/_index.md,/ia-educacion/guias/,Guías prácticas de IA,section,ia-educacion,32,navegacion,conservar-como-navegacion,,,debil,0,debil,1,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,agregar-summary|vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,6,laboratorio/practicas/_index.md,/laboratorio/practicas/,Prácticas pedagógicas,section,laboratorio,26,navegacion,conservar-como-navegacion,,,debil,0,debil,2,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,6,licencia/index.md,/licencia/,Licencia del sitio,page,licencia,476,fuera-del-recorrido-inicial,no-incorporar-al-curso,,,debil,1,parcial,3,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,no-requiere-portada-adicional,sin-featured-local,false,0,0,3,0,,sin-interaccion-obligatoria,Ninguna,1,1,agregar-summary|vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,6,observatorio/_index.md,/observatorio/,Observatorio de IA y pedagogía digital,section,observatorio,40,navegacion,conservar-como-navegacion,,,debil,1,debil,2,sin-alerta-automatica,,etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,6,observatorio/estudios/_index.md,/observatorio/estudios/,"Estudios, encuestas y hallazgos",section,observatorio,163,navegacion,conservar-como-navegacion,,,debil,1,debil,1,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,0,agregar-description|agregar-summary|vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,6,recursos/articulos/_index.md,/recursos/articulos/,Artículos y documentos,section,recursos,17,navegacion,conservar-como-navegacion,,,debil,0,debil,0,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,6,recursos/links/_index.md,/recursos/links/,Links relevantes,section,recursos,20,navegacion,conservar-como-navegacion,,,debil,0,debil,2,sin-alerta-automatica,,agenciamiento-y-cocreacion,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,6,recursos/videos/_index.md,/recursos/videos/,Videos,section,recursos,20,navegacion,conservar-como-navegacion,,,debil,0,debil,1,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,4,about.md,/about/,Acerca del proyecto,page,about.md,405,fuera-del-recorrido-inicial,no-incorporar-al-curso,,,debil,0,parcial,4,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,sin-visual,evaluar-si-necesita-portada,sin-featured-local,false,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,7,7,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,4,blog/_index.md,/blog/,Blog,section,blog,157,navegacion,conservar-como-navegacion,,,debil,0,parcial,4,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso,false,false,sin-visual,evaluar-si-necesita-portada,sin-featured-local,false,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,4,ia-educacion/_index.md,/ia-educacion/,IA en educación,section,ia-educacion,109,navegacion,conservar-como-navegacion,,,parcial,2,parcial,4,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,8,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,4,ia-educacion/integracion-curricular/_index.md,/ia-educacion/integracion-curricular/,Integración curricular,section,ia-educacion,238,navegacion,conservar-como-navegacion,,,debil,1,parcial,5,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,2,1,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,4,ia-educacion/rutas/_index.md,/ia-educacion/rutas/,Rutas por audiencia,section,ia-educacion,54,navegacion,conservar-como-navegacion,,,debil,0,parcial,3,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,sin-visual,evaluar-si-necesita-portada,sin-featured-local,false,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,4,laboratorio/_index.md,/laboratorio/,Laboratorio de innovación docente,section,laboratorio,38,navegacion,conservar-como-navegacion,,,debil,0,parcial,4,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,4,laboratorio/h5p-runtime/index.md,/laboratorio/h5p-runtime/,Laboratorio técnico del runtime H5P,page,laboratorio,226,fuera-del-recorrido-inicial,conservar-como-entorno-o-demostracion,,,debil,1,parcial,4,sin-alerta-automatica,,verificacion-y-fuentes|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,sin-visual,evaluar-si-necesita-portada,sin-featured-local,false,0,0,0,0,runtime-probe|runtime-probe,auditar-y-mediar-h5p-existente,H5P ya gobernado,0,0,agregar-summary|crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,4,laboratorio/integracion-ia/_index.md,/laboratorio/integracion-ia/,Integración de IA en los aprendizajes,section,laboratorio,256,navegacion,conservar-como-navegacion,,,debil,1,parcial,5,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,2,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,4,observatorio/guias/_index.md,/observatorio/guias/,Guías metodológicas,section,observatorio,193,navegacion,conservar-como-navegacion,,,debil,0,parcial,4,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,1,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,4,recursos/_index.md,/recursos/,Recursos y herramientas,section,recursos,59,navegacion,conservar-como-navegacion,,,debil,0,parcial,4,sin-alerta-automatica,,agenciamiento-y-cocreacion|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,7,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,4,recursos/externas/_index.md,/recursos/externas/,Recursos externos,section,recursos,233,navegacion,conservar-como-navegacion,,,debil,0,parcial,4,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,2,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,3,laboratorio/experiencias/_index.md,/laboratorio/experiencias/,Experiencias docentes,section,laboratorio,233,navegacion,conservar-como-navegacion,,,debil,1,parcial,6,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,1,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,3,laboratorio/integracion-ia/flujos-trabajo-docente-ia/index.md,/laboratorio/integracion-ia/flujos-trabajo-docente-ia/,Flujos de trabajo docente con IA,page,laboratorio,1175,fuera-del-recorrido-inicial,conservar-como-entorno-o-demostracion,,,parcial,3,robusto-candidato,8,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,8,8,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,2,ia-educacion/productos-de-aprendizaje/_index.md,/ia-educacion/productos-de-aprendizaje/,Productos de aprendizaje con IAG,section,ia-educacion,241,navegacion,conservar-como-navegacion,,,parcial,2,parcial,5,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,2,ia-educacion/tendencias/_index.md,/ia-educacion/tendencias/,Tendencias y políticas,section,ia-educacion,217,navegacion,conservar-como-navegacion,,,parcial,2,parcial,4,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,2,0,vincular-orientaciones|vincular-guia-por-audiencia
L5-navegacion-y-material-fuera-del-recorrido,2,observatorio/documentacion/_index.md,/observatorio/documentacion/,Documentación y diseminación de buenas prácticas,section,observatorio,114,navegacion,conservar-como-navegacion,,,parcial,2,parcial,4,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,rediseñar-como-identidad-de-seccion,portada-generica-de-seccion,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,2,0,vincular-orientaciones|vincular-guia-por-audiencia
