lot,priority_score,path,route,title,kind,section,words,course_role,course_action,modules,audience_routes,narrative_status,narrative_signals,didactic_status,didactic_signals,consistency_band,review_flags,orientation_relations,explicit_orientation_reference,explicit_guide_reference,visual_status,visual_decision,visual_family,featured,svg_assets,accessible_svg,inline_images,missing_alt,current_h5p,interaction_candidate,interaction_technology,internal_links,cross_section_links,organization_needs
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/colonizacion-cognitiva/index.md,/recursos/glosario/colonizacion-cognitiva/,Colonización cognitiva,page,recursos,180,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,1,debil,1,sin-alerta-automatica,,agenciamiento-y-cocreacion|etica-contexto-y-cuidados,false,false,visual-explicativo-candidato,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,1,0,0,0,,sin-interaccion-obligatoria,Ninguna,6,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/deriva-metacognitiva/index.md,/recursos/glosario/deriva-metacognitiva/,Deriva metacognitiva,page,recursos,168,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,debil,2,sin-alerta-automatica,,etica-contexto-y-cuidados,false,false,visual-explicativo-candidato,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,1,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/ia-generativa/index.md,/recursos/glosario/ia-generativa/,IA generativa,page,recursos,109,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,1,debil,0,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,1,1,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/justicia-epistemica/index.md,/recursos/glosario/justicia-epistemica/,Justicia epistémica,page,recursos,163,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,1,debil,2,sin-alerta-automatica,,agenciamiento-y-cocreacion|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,1,0,0,0,,sin-interaccion-obligatoria,Ninguna,7,1,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/pensamiento-critico/index.md,/recursos/glosario/pensamiento-critico/,Pensamiento crítico,page,recursos,106,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,debil,2,sin-alerta-automatica,,verificacion-y-fuentes|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,2,1,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/sesgo-algoritmico/index.md,/recursos/glosario/sesgo-algoritmico/,Sesgo algorítmico,page,recursos,140,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,debil,1,sin-alerta-automatica,,etica-contexto-y-cuidados,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/links/ai-for-education-toolkit/index.md,/recursos/links/ai-for-education-toolkit/,Inteligencia artificial en la educación — UNESCO,page,recursos,191,referencia-opcional,verificar-vigencia-antes-de-enlazar,,estudiantado|profesorado,debil,1,debil,2,sin-alerta-automatica,,verificacion-y-fuentes|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,5,ia-educacion/tendencias/evaluacion-en-la-era-ia/index.md,/ia-educacion/tendencias/evaluacion-en-la-era-ia/,"Regar las plantas, no solo construir cercas: repensar la evaluación en la era de la IA",page,ia-educacion,946,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,1,parcial,6,revision-dirigida,deteccion-de-ia-requiere-mediacion,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,figura-gobernada,conservar-como-referencia,editorial-situada-o-conceptual-especifica,true,2,2,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,5,ia-educacion/tendencias/politicas-institucionales-universidades/index.md,/ia-educacion/tendencias/politicas-institucionales-universidades/,Políticas institucionales de IA en universidades,page,ia-educacion,1166,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,1,parcial,6,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,figura-gobernada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,2,2,0,0,,sin-interaccion-obligatoria,Ninguna,5,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,5,observatorio/documentacion/monitoreo-publicaciones-ia-educativa/index.md,/observatorio/documentacion/monitoreo-publicaciones-ia-educativa/,Monitoreo de publicaciones sobre IA educativa,page,observatorio,787,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,1,parcial,6,revision-dirigida,deteccion-de-ia-requiere-mediacion,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,4,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,5,recursos/institucionales/index.md,/recursos/institucionales/,Recursos institucionales para IA en educación,page,recursos,272,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,1,parcial,6,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,blog/agenciamiento-humano-ia/index.md,/blog/agenciamiento-humano-ia/,El agenciamiento persona-IA: ni herramienta ni reemplazo,page,blog,880,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,0,parcial,5,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,blog/asimetria-de-la-transparencia/index.md,/blog/asimetria-de-la-transparencia/,La asimetría de la transparencia,page,blog,884,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,parcial,5,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,1,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,blog/rol-docente-era-ia/index.md,/blog/rol-docente-era-ia/,El rol del docente en la era de la IA,page,blog,851,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,parcial,5,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,3,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,ia-educacion/tendencias/personalizacion-aprendizaje/index.md,/ia-educacion/tendencias/personalizacion-aprendizaje/,IA generativa y personalización del aprendizaje,page,ia-educacion,917,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,1,parcial,5,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,observatorio/documentacion/monitoreo-herramientas-emergentes/index.md,/observatorio/documentacion/monitoreo-herramientas-emergentes/,Monitoreo de herramientas IA emergentes en educación,page,observatorio,817,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,parcial,5,revision-dirigida,deteccion-de-ia-requiere-mediacion,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/articulos/autenticidad-evaluacion-ajjawi-bearman/index.md,/recursos/articulos/autenticidad-evaluacion-ajjawi-bearman/,"From authentic assessment to authenticity in assessment: Broadening perspectives — Ajjawi, Bearman et al.",page,recursos,479,referencia-opcional,conservar-como-profundizacion,,estudiantado|profesorado,debil,1,parcial,5,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,sin-visual,evaluar-si-necesita-portada,sin-featured-local,false,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,2,1,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/articulos/guias-iagen-evaluacion-unam/index.md,/recursos/articulos/guias-iagen-evaluacion-unam/,"Tres guías UNAM sobre IA generativa en evaluación: bachillerato, licenciatura y posgrado",page,recursos,955,referencia-opcional,conservar-como-profundizacion,,estudiantado|profesorado,debil,1,parcial,4,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,1,1,0,0,,sin-interaccion-obligatoria,Ninguna,6,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/glosario/agenciamiento-persona-ia/index.md,/recursos/glosario/agenciamiento-persona-ia/,Agenciamiento persona-IA,page,recursos,163,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,parcial,3,sin-alerta-automatica,,agenciamiento-y-cocreacion|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,1,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,3,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/glosario/agentes-de-ia/index.md,/recursos/glosario/agentes-de-ia/,Agentes de IA,page,recursos,214,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,parcial,3,parcial,5,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,etica-contexto-y-cuidados,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,1,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/glosario/aula-invertida/index.md,/recursos/glosario/aula-invertida/,Aula invertida,page,recursos,159,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,parcial,3,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|diseno-activo-hibrido,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/glosario/descarga-cognitiva/index.md,/recursos/glosario/descarga-cognitiva/,Descarga cognitiva,page,recursos,196,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,parcial,2,debil,2,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/glosario/direccion-epistemica/index.md,/recursos/glosario/direccion-epistemica/,Dirección epistémica,page,recursos,164,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,parcial,3,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso,false,false,visual-explicativo-candidato,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,1,0,0,0,,sin-interaccion-obligatoria,Ninguna,7,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/glosario/integridad-academica/index.md,/recursos/glosario/integridad-academica/,Integridad académica,page,recursos,124,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,1,parcial,4,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,2,1,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/glosario/soberania-tecnologica/index.md,/recursos/glosario/soberania-tecnologica/,Soberanía tecnológica,page,recursos,207,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,parcial,3,sin-alerta-automatica,,agenciamiento-y-cocreacion|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,1,0,0,0,,sin-interaccion-obligatoria,Ninguna,6,3,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/glosario/tutor-inteligente/index.md,/recursos/glosario/tutor-inteligente/,Tutor inteligente,page,recursos,131,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,1,parcial,3,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/links/ocde-ia-educacion/index.md,/recursos/links/ocde-ia-educacion/,Digital Education Outlook 2026 — OCDE,page,recursos,231,referencia-opcional,verificar-vigencia-antes-de-enlazar,,estudiantado|profesorado,debil,0,parcial,3,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/links/unesco-marco-competencias-docentes-ia/index.md,/recursos/links/unesco-marco-competencias-docentes-ia/,Marco de competencias de IA para docentes — UNESCO,page,recursos,194,referencia-opcional,verificar-vigencia-antes-de-enlazar,,estudiantado|profesorado,debil,0,parcial,3,sin-alerta-automatica,,agenciamiento-y-cocreacion|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/videos/tutoriales-herramientas-ia-docentes.md,/recursos/videos/tutoriales-herramientas-ia-docentes/,Fuentes audiovisuales para docentes: curaduría verificada,page,recursos,419,referencia-opcional,verificar-vigencia-antes-de-enlazar,,estudiantado|profesorado,parcial,2,parcial,4,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,1,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,3,blog/ia-generativa-evaluacion-autentica/index.md,/blog/ia-generativa-evaluacion-autentica/,IA generativa y evaluación auténtica,page,blog,992,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,robusto-candidato,7,revision-dirigida,deteccion-de-ia-requiere-mediacion,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,4,4,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,3,ia-educacion/rutas/coordinacion-academica/index.md,/ia-educacion/rutas/coordinacion-academica/,"Organiza un piloto de IA en tu departamento o programa, en seis pasos",page,ia-educacion,2210,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,3,robusto-candidato,8,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,figura-gobernada,conservar-como-referencia,editorial-situada-o-conceptual-especifica,true,3,3,1,0,,sin-interaccion-obligatoria,Ninguna,11,4,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,3,ia-educacion/tendencias/ia-tutorias-mentoria/index.md,/ia-educacion/tendencias/ia-tutorias-mentoria/,IA en tutorías y mentoría estudiantil,page,ia-educacion,1179,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,parcial,6,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,3,observatorio/documentacion/redes-investigacion-vinculacion/index.md,/observatorio/documentacion/redes-investigacion-vinculacion/,Redes de investigación y vinculación academia-industria,page,observatorio,885,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,0,parcial,6,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-como-referencia,editorial-situada-o-conceptual-especifica,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,4,4,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,3,recursos/catalogo-herramientas-ia/index.md,/recursos/catalogo-herramientas-ia/,Catálogo de herramientas IA para educación universitaria,page,recursos,1768,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,3,parcial,6,revision-dirigida,deteccion-de-ia-requiere-mediacion,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,3,recursos/glosario/diseno-inverso/index.md,/recursos/glosario/diseno-inverso/,Diseño inverso,page,recursos,173,referencia-opcional,reutilizar-con-ajustes,M5,profesorado,debil,1,parcial,6,sin-alerta-automatica,,verificacion-y-fuentes|aprendizaje-y-evaluacion-del-proceso|diseno-activo-hibrido,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,3,recursos/links/syllabus-internacionales-ia/index.md,/recursos/links/syllabus-internacionales-ia/,Políticas de IA para el syllabus: ejemplos internacionales,page,recursos,769,referencia-opcional,verificar-vigencia-antes-de-enlazar,,estudiantado|profesorado,parcial,2,robusto-candidato,7,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,4,3,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,3,recursos/politica-ia-udeg/index.md,/recursos/politica-ia-udeg/,Sugerencias y criterios para pensar una política de IA en la UdeG,page,recursos,2193,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,parcial,6,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,3,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,3,recursos/repositorio-prompts-docentes/index.md,/recursos/repositorio-prompts-docentes/,Repositorio de prompts para docentes: banco curado por fase pedagógica,page,recursos,1364,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,3,robusto-candidato,7,revision-dirigida,deteccion-de-ia-requiere-mediacion,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,2,blog/rizoma-digital-aprender-sin-mapa/index.md,/blog/rizoma-digital-aprender-sin-mapa/,El rizoma digital: aprender sin mapa,page,blog,943,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,3,parcial,3,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,1,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,2,ia-educacion/rutas/decision-institucional-ia/index.md,/ia-educacion/rutas/decision-institucional-ia/,"Prepara la decisión institucional sobre IA en la docencia, en seis decisiones",page,ia-educacion,3026,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,4,robusto-candidato,8,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,figura-gobernada,conservar-como-referencia,editorial-situada-o-conceptual-especifica,true,3,3,1,0,,sin-interaccion-obligatoria,Ninguna,5,0,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,2,observatorio/estudios/creatividad-humana-ia/index.md,/observatorio/estudios/creatividad-humana-ia/,Creatividad humana e inteligencia artificial: Más allá del antropocentrismo,page,observatorio,518,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,parcial,4,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,1,0,,sin-interaccion-obligatoria,Ninguna,3,2,vincular-orientaciones|vincular-guia-por-audiencia
